Year model,Car Spec,Kilometres,Price,Transmission,Body type,Drive type,Fuel type,Fuel consumption per 100km,Colour ext,VIN,Dealer,Address,Seating capacity,Doors,CC,Number of cylinders,Fuel tank capacity,Valve gear type,Peak torque (Nm),Horsepower,Kerb weight,Make,Model,Variant,Lat,Lon
2016,2016 Toyota Hilux Workmate GUN122R,130513,24985,Manual,Ute tray,Rear Wheel Drive,Diesel,7.7,White,MR0EB3CB200442696,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",2,2,2393,4,80,16,343,148,1570,Toyota,Hilux,Workmate,-31.99962,115.9236
2017,2017 Mercedes-Benz E220 D 238 MY17.5,94106,53988,Automatic,Coupe,Rear Wheel Drive,Diesel,4.9,Grey,WDD2383142F004669,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",4,2,1950,4,66,16,400,192,1735,Mercedes-Benz,E220,D,-31.99962,115.9236
2016,2016 Holden Trailblazer LTZ (4X4) RG MY17,138305,31990,Automatic,Suv,Four Wheel Drive,Diesel,9.4,White,MMU156MK0HH607266,Range Ford,"1888 Albany Highway, Maddington, WA",7,4,2776,4,76,16,500,198,2139,Holden,Trailblazer,LTZ (4X4),-32.054412,115.987817
2021,2021 Ford Ranger XL 2.2 HI-Rider (4X2) PX Mkiii MY21.75,38410,39350,Automatic,Ute tray,Rear Wheel Drive,Diesel,7.8,Silver,MPBUMFF80MX373358,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,2198,4,80,16,385,159,1845,Ford,Ranger,XL 2.2 HI-Rider (4X2),-32.046244,115.810445
2020,2020 Isuzu MU-X LS-U (4X4) UC MY19,50390,54990,Automatic,Suv,Four Wheel Drive,Diesel,7.9,White,MPAUCS85GKT009302,Midland Toyota,"163 Great Eastern Highway, Midland, WA",7,4,2999,4,65,16,430,175,2142,Isuzu,MU-X,LS-U (4X4),-31.89352,116.02096
2020,2020 Isuzu MU-X LS-U (4X4) UC MY19,61789,54990,Automatic,Suv,Four Wheel Drive,Diesel,7.9,White,MPAUCS85GKT009855,Midland Toyota,"163 Great Eastern Highway, Midland, WA",7,4,2999,4,65,16,430,175,2142,Isuzu,MU-X,LS-U (4X4),-31.89352,116.02096
2016,2016 Subaru WRX STI Premium MY17,120420,40990,Manual,Sedan,All Wheel Drive,Premium Unleaded Petrol,10.4,Blue,JF1VAFKH3HG016027,Magic Deals,"2A Shepperton Road, Burswood, WA",5,4,2457,4,60,16,407,297,1545,Subaru,WRX,STI Premium,-31.969294,115.892176
2015,2015 Isuzu D-MAX LS-M HI-Ride (4X4) TF MY15,49015,42990,Manual,Ute tray,Four Wheel Drive,Diesel,8.3,White,MPATFS85JFT007251,Range Ford,"1888 Albany Highway, Maddington, WA",5,4,2999,4,76,16,380,175,1890,Isuzu,D-MAX,LS-M HI-Ride (4X4),-32.054412,115.987817
2018,2018 Toyota Landcruiser Prado GX (4X4) GDJ150R MY17,129887,51990,Automatic,Suv,Four Wheel Drive,Diesel,8.0,White,JTEBR3FJ90K093312,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,2755,4,150,16,450,175,2240,Toyota,Landcruiser Prado,GX (4X4),-32.046244,115.810445
2022,2022 Toyota GR86 GT ZN8,502,50888,Manual,Coupe,Rear Wheel Drive,Premium Unleaded Petrol,9.4,White,JF1ZN8K81PG003387,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",4,2,2387,4,50,16,250,234,1287,Toyota,GR86,GT,-32.046244,115.810445
2022,2022 MG HS Vibe SAS23 MY22,34222,28558,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.3,Red,LSJA24U97NN022214,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,4,1490,4,55,16,250,160,1520,MG,HS,Vibe,-31.7572029,115.7731046
2016,2016 Toyota Hilux SR (4X4) GUN126R,138821,47977,Manual,Ute tray,Four Wheel Drive,Diesel,7.6,White,MR0KA3CC301160673,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",4,2,2753,4,80,16,420,175,2075,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2015,2015 HSV Clubsport R8 GEN F MY15,32612,82878,Automatic,Sedan,Rear Wheel Drive,Premium Unleaded Petrol,12.9,Black,6G1FK5EW0FL133200,Maddington City Used Cars,"1856 Albany Highway, Maddington, WA",5,4,6200,8,73,16,570,456,1716,HSV,Clubsport,R8,-32.0492167,115.9792547
2021,2021 Volkswagen Passat 206 TSI R-Line 3C MY21,22182,51983,Other,Wagon,All Wheel Drive,Premium Unleaded Petrol,8.1,Silver,WVWZZZ3CZME112167,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,4,1984,4,66,16,350,277,1655,Volkswagen,Passat,206 TSI R-Line,-31.7572029,115.7731046
2015,2015 Ford Ranger Wildtrak 3.2 (4X4) PX Mkii,120000,45772,Automatic,Ute tray,Four Wheel Drive,Diesel,9.0,Black,MNAUMFF50FW480297,Midway Ford,"326 Great Eastern Highway, Midland, WA",5,4,3198,5,80,20,470,198,2200,Ford,Ranger,Wildtrak 3.2 (4X4),-31.889395,116.000503
2018,2018 Holden Colorado LS (4X4) RG MY18,58455,36969,Automatic,Ute tray,Four Wheel Drive,Diesel,9.0,White,MMU148DK0KH614730,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2776,4,76,16,470,198,2075,Holden,Colorado,LS (4X4),-31.99962,115.9236
2016,2016 Ford Ranger XLS 3.2 (4X4) PX Mkii MY17,74405,42480,Automatic,Ute tray,Four Wheel Drive,Diesel,9.2,White,MNAUMFF50GW612906,Perth City Subaru,"165 Albany Highway, Victoria Park, WA",5,4,3198,5,80,20,470,198,1938,Ford,Ranger,XLS 3.2 (4X4),-31.9704221,115.89155790526316
2019,2019 Toyota Landcruiser Prado GXL (4X4) GDJ150R MY18,65100,71999,Automatic,Suv,Four Wheel Drive,Diesel,8.0,White,JTEBR3FJ40K137863,John Hughes Commercials,"234 Albany Highway, Victoria Park, WA",7,4,2755,4,150,16,450,175,2325,Toyota,Landcruiser Prado,GXL (4X4),-31.9714252,115.8939466
2016,2016 Toyota Landcruiser GXL (4X4) LC70 VDJ79R MY17,210007,85000,Manual,Ute tray,Four Wheel Drive,Diesel,10.7,Silver,JTEBV71J307010194,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,4461,8,130,32,430,203,2205,Toyota,Landcruiser,GXL (4X4),-31.99962,115.9236
2014,2014 Mazda 3 SP25 GT BM,152179,16488,Manual,Hatch,Front Wheel Drive,Unleaded Petrol,6.5,Blue,JM0BM543610176544,Parkland Mazda,"1287 Albany Highway, Cannington, WA",5,5,2488,4,51,16,250,186,1357,Mazda,3,SP25 GT,-32.0141528,115.9274436
2018,2018 Toyota Landcruiser Prado GX (4X4) GDJ150R MY18,119832,51980,Automatic,Suv,Four Wheel Drive,Diesel,8.0,White,JTEBR3FJX0K101322,Canning Vale Toyota,"209 Bannister Road, Canning Vale, WA",5,4,2755,4,150,16,450,175,2240,Toyota,Landcruiser Prado,GX (4X4),-32.06485,115.90025
2019,2019 Toyota Hilux SR (4X4) GUN126R MY19,144319,51988,Manual,Ute tray,Four Wheel Drive,Diesel,8.1,White,MR0KA3CD801229379,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,175,1955,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2018,2018 Land Rover Discovery Sport TD4 (132KW) HSE Luxury 5 Seat L550 MY18,87115,40990,Automatic,Suv,All Wheel Drive,Diesel,5.3,Red,SALCA2ANXJH730476,Honda North,"432 Scarborough Beach Road, Osborne Park, WA",5,4,1999,4,65,16,430,178,1785,Land Rover,Discovery Sport,TD4 (132KW) HSE Luxury 5 Seat,-31.90752,115.81155
2023,2023 Ford Ranger XLT 2.0 (4X4) PY MY22,377,70988,Automatic,Ute tray,Four Wheel Drive,Diesel,7.6,White,MNACMFF60NW262545,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,1996,4,80,16,500,207,2271,Ford,Ranger,XLT 2.0 (4X4),-31.99962,115.9236
2021,2021 Mazda 2 G15 Evolve 200R,757,25990,Automatic,Hatch,Front Wheel Drive,Unleaded Petrol,5.2,White,MM0DJ2HAA0W802018,Melville Mazda,"385 Canning Highway, Palmyra, WA",5,5,1496,4,44,16,144,110,1070,Mazda,2,G15 Evolve,-32.03475,115.79276
2018,2018 Ford Ranger Wildtrak 3.2 (4X4) PX Mkii MY18,97670,48898,Automatic,Ute tray,Four Wheel Drive,Diesel,8.9,Grey,MPBUMFF50JX167062,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,4,3198,5,80,20,470,198,2200,Ford,Ranger,Wildtrak 3.2 (4X4),-31.7572029,115.7731046
2019,2019 Nissan Navara ST (4X4) D23 Series III MY18,44229,43998,Automatic,Ute tray,Four Wheel Drive,Diesel,7.0,Black,MNTCB4D23A0057694,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,2298,4,80,16,450,188,1942,Nissan,Navara,ST (4X4),-31.80094,115.81669
2018,2018 Isuzu D-MAX SX (4X4) TF MY17,96782,38980,Automatic,Ute tray,Four Wheel Drive,Diesel,7.9,White,MPATFS85JJT008641,Canning Vale Toyota,"209 Bannister Road, Canning Vale, WA",5,4,2999,4,76,16,430,175,1815,Isuzu,D-MAX,SX (4X4),-32.06485,115.90025
2022,2022 MG HS Core SAS23 MY22,38818,26790,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,7.3,Black,LSJA24U95NN026746,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,4,1490,4,55,16,250,160,1489,MG,HS,Core,-31.7572029,115.7731046
2023,2023 Toyota Hilux Workmate (4X2) TGN121R,55,34989,Manual,Ute tray,Rear Wheel Drive,Unleaded Petrol,11.1,White,MR0CX3CB904341155,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",2,2,2694,4,80,16,245,164,1495,Toyota,Hilux,Workmate (4X2),-31.99962,115.9236
2018,2018 Ford Escape Trend (fwd) ZG MY18,73999,23990,Automatic,Suv,Front Wheel Drive,Premium Unleaded Petrol,7.2,White,WF0AXXWPMAJB57020,Range Ford,"1888 Albany Highway, Maddington, WA",5,4,1499,4,60,16,240,180,1667,Ford,Escape,Trend (fwd),-32.054412,115.987817
2020,2020 Mercedes-Benz GLC 200 X253 MY20.5,53735,64999,Automatic,Suv,Rear Wheel Drive,Premium Unleaded Petrol,7.8,Black,WDC2539802V214657,John Hughes Used Cars Welshpool,"170 Welshpool Road, Welshpool, WA",5,4,1991,4,66,16,320,195,1813,Mercedes-Benz,GLC,200,-31.995227,115.938215
2020,2020 Toyota Landcruiser Prado Kakadu GDJ150R,18935,91999,Automatic,Suv,Four Wheel Drive,Diesel,7.9,White,JTEBR3FJ60K182867,John Hughes Commercials,"234 Albany Highway, Victoria Park, WA",7,4,2755,4,150,16,500,202,2455,Toyota,Landcruiser Prado,Kakadu,-31.9714252,115.8939466
2017,2017 Toyota Landcruiser GXL (4X4) LC70 VDJ79R MY17,253222,67988,Manual,Ute tray,Four Wheel Drive,Diesel,10.7,White,JTELV73J207801334,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",2,2,4461,8,180,32,430,203,2065,Toyota,Landcruiser,GXL (4X4),-31.99962,115.9236
2017,2017 Audi Q5 2.0 TDI Quattro Design FY MY17,112000,37980,Automatic,Suv,All Wheel Drive,Diesel,5.5,Grey,WAUZZZFY4J2039675,Perth City Subaru,"165 Albany Highway, Victoria Park, WA",5,4,1968,4,65,16,400,188,1845,Audi,Q5,2.0 TDI Quattro Design,-31.9704221,115.89155790526316
2018,2018 Toyota Hilux SR5 (4X4) GUN126R MY19,46506,54988,Manual,Ute tray,Four Wheel Drive,Diesel,7.6,White,MR0HA3CD200428489,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,175,2080,Toyota,Hilux,SR5 (4X4),-31.99962,115.9236
2021,2021 Isuzu D-MAX SX (4X4) RG MY21,19612,59984,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MPATFS40JMG002267,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2999,4,76,16,450,188,1910,Isuzu,D-MAX,SX (4X4),-31.99962,115.9236
2019,2019 Toyota Hilux SR (4X4) GUN126R MY19,74502,52980,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD201232181,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,2075,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2017,2017 BMW X5 Sdrive 25D F15 MY16,82072,48888,Automatic,Suv,Rear Wheel Drive,Diesel,5.5,Other,WBAKT420800W34948,Perth Euro,"42 Howe Street, Osborne Park, WA",5,4,1995,4,75,16,450,215,1995,BMW,X5,Sdrive 25D,-31.9041,115.81158
2017,2017 Toyota Hilux Workmate GUN122R,128609,24985,Manual,Ute tray,Rear Wheel Drive,Diesel,7.7,White,MR0EB3CB600442779,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",2,2,2393,4,80,16,343,148,1570,Toyota,Hilux,Workmate,-31.99962,115.9236
2020,2020 Toyota Corolla Ascent Sport (hybrid) ZWE211R,69962,31490,Continuous Variable,Sedan,Front Wheel Drive,Other,3.5,White,JTDBB3BE50J033387,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,1798,4,43,16,142,97,1375,Toyota,Corolla,Ascent Sport (hybrid),-32.046244,115.810445
2019,2019 Ford Everest Titanium (4WD 7 Seat) UA II MY19,61131,59950,Automatic,Suv,Four Wheel Drive,Diesel,7.1,Other,MNAAXXMAWAKD81329,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",7,4,1996,4,80,16,500,211,2477,Ford,Everest,Titanium (4WD 7 Seat),-31.7572029,115.7731046
2012,2012 Toyota Landcruiser Sahara (4X4) VDJ200R 09 Upgrade,269236,61990,Automatic,Suv,Four Wheel Drive,Diesel,10.3,White,JTMHV05J604080788,Range Ford,"1888 Albany Highway, Maddington, WA",8,4,4461,8,93,32,650,262,2720,Toyota,Landcruiser,Sahara (4X4),-32.054412,115.987817
2023,2023 Ford Ranger XLT 3.0 (4X4) PY MY22,20,78995,Automatic,Ute tray,Four Wheel Drive,Diesel,8.4,White,MNACMFF70PW270472,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2993,6,80,24,600,247,2331,Ford,Ranger,XLT 3.0 (4X4),-31.99962,115.9236
2016,2016 Lexus NX300H Sports Luxury Hybrid (awd) AYZ15R,68718,46990,Automatic,Suv,All Wheel Drive,Other,5.7,Silver,JTJBJRBZ602037142,Melville Mazda,"385 Canning Highway, Palmyra, WA",5,4,2494,4,56,16,210,153,1895,Lexus,NX300H,Sports Luxury Hybrid (awd),-32.03475,115.79276
2020,2020 Toyota Hilux SR (4X4) GUN126R MY19 Upgrade,41446,59995,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD201245450,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,1955,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2021,2021 Volkswagen Tiguan Allspace 162 TSI Highline 5NA MY21,27503,44999,Automatic,Suv,All Wheel Drive,Premium Unleaded Petrol,9.0,Silver,WVGZZZ5NZMM044426,Perth Auto Haven,"1848 Albany Highway, Maddington, WA",7,4,1984,4,60,16,350,218,1769,Volkswagen,Tiguan,Allspace 162 TSI Highline,-32.048253,115.978881
2019,2019 Toyota Hilux SR (4X4) GUN126R MY19,89489,50980,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD501232269,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,2075,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2017,2017 Nissan Navara SL (4X4) D23 Series II,137241,42977,Manual,Ute tray,Four Wheel Drive,Diesel,6.5,White,MNTCB4D23A0026186,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2298,4,80,16,450,188,1865,Nissan,Navara,SL (4X4),-31.99962,115.9236
2022,2022 Mazda MX-5 RF GT BLK Roof Terracotta Lthr MX5W,9885,49990,Automatic,Other,Rear Wheel Drive,Premium Unleaded Petrol,9.1,Grey,JM0ND2E7A00600214,Melville Mazda,"385 Canning Highway, Palmyra, WA",2,2,1998,4,45,16,205,182,1134,Mazda,MX-5,RF GT BLK Roof Terracotta Lthr,-32.03475,115.79276
2019,2019 Mazda CX-5 Akera (4X4) MY19 (KF Series 2),24120,41977,Automatic,Suv,All Wheel Drive,Unleaded Petrol,8.2,Blue,JM0KF4WLA00334300,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,4,2488,4,58,16,420,228,1720,Mazda,CX-5,Akera (4X4),-31.9705,115.89301
2021,2021 Toyota Hilux SR (4X4) GUN126R,17823,69995,Manual,Ute tray,Four Wheel Drive,Diesel,7.8,White,MR0KA3CD101262739,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,202,1985,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2020,2020 Toyota Hilux SR (4X4) GUN126R Facelift,12013,64995,Automatic,Ute tray,Four Wheel Drive,Diesel,7.9,White,MR0KA3CD401251430,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,202,2045,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2016,2016 Audi S3 Sportback 2.0 Tfsi Quattro 8V MY16,68765,45989,Other,Hatch,All Wheel Drive,Premium Unleaded Petrol,6.9,Grey,WAUZZZ8V4HA042255,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,5,1984,4,55,16,380,282,1530,Audi,S3,Sportback 2.0 Tfsi Quattro,-31.99962,115.9236
2021,2021 LDV D90 Executive (4WD) SV9A,47101,39998,Automatic,Suv,Four Wheel Drive,Unleaded Petrol,10.9,White,LSFA431B3MA080302,Morley Mitsubishi Used Cars,"202 Walter Road West, Morley, WA",7,4,1995,4,75,16,320,222,2330,LDV,D90,Executive (4WD),-31.89779,115.8926
2016,2016 Toyota Hilux SR5 (4X4) GUN126R,107330,46990,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,Silver,MR0HA3CD800706845,Canning Vale Toyota,"209 Bannister Road, Canning Vale, WA",5,4,2753,4,80,16,450,175,2080,Toyota,Hilux,SR5 (4X4),-32.06485,115.90025
2017,2017 Ford Ranger XL 3.2 (4X4) PX Mkii MY17,95354,42990,Manual,Ute tray,Four Wheel Drive,Diesel,8.3,White,MPBUMFF50HX146072,K.S. & Sons Motor Company,"9 Carr Place, Myaree, WA",5,4,3198,5,80,20,470,198,2068,Ford,Ranger,XL 3.2 (4X4),-32.04511,115.81442
2018,2018 Ford Mustang Fastback GT 5.0 V8 FN,52100,59998,Automatic,Coupe,Rear Wheel Drive,Premium Unleaded Petrol,12.7,Blue,1FA6P8NF7J5160257,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",4,2,4950,8,61,32,556,455,1802,Ford,Mustang,Fastback GT 5.0 V8,-31.7572029,115.7731046
2021,2021 Mazda BT-50 GT Thunder (4X4) B30B,38592,63998,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MP2TFS40JNT010524,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,2999,4,76,16,450,188,2213,Mazda,BT-50,GT Thunder (4X4),-31.80094,115.81669
2022,2022 Ford Ranger Sport 2.0 (4X4) PY MY22,15022,74990,Automatic,Ute tray,Four Wheel Drive,Diesel,7.6,Grey,MNACMFF60NW229101,Canning Vale Toyota,"209 Bannister Road, Canning Vale, WA",5,4,1996,4,80,16,500,207,2288,Ford,Ranger,Sport 2.0 (4X4),-32.06485,115.90025
2021,2021 Toyota Hilux SR (4X4) GUN126R Facelift,50208,71988,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MR0KA3CD901313422,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,202,1965,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2023,2023 Nissan X-Trail ST-L (2WD) T33 MY23,1008,46881,Continuous Variable,Suv,Front Wheel Drive,Unleaded Petrol,7.4,Black,JN1T33TD6A0000285,Morley City Nissan,"102 Broun Avenue, Morley, WA",5,4,2488,4,55,16,244,182,1578,Nissan,X-Trail,ST-L (2WD),-31.9020533,115.9042875
2019,2019 Mazda CX-5 Maxx Sport (4X2) MY19 (KF Series 2),71899,32990,Automatic,Suv,Front Wheel Drive,Unleaded Petrol,6.9,Blue,JM0KF2W7A00348345,Melville Mazda,"385 Canning Highway, Palmyra, WA",5,4,1997,4,56,16,200,155,1559,Mazda,CX-5,Maxx Sport (4X2),-32.03475,115.79276
2015,2015 Toyota Landcruiser Sahara (4X4) VDJ200R MY16,251739,77350,Automatic,Suv,Four Wheel Drive,Diesel,9.5,White,JTMHV05J504182325,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",7,4,4461,8,93,32,650,269,2720,Toyota,Landcruiser,Sahara (4X4),-32.046244,115.810445
2018,2018 Ford Ranger XLS 3.2 (4X4) PX Mkiii MY19,30000,56990,Automatic,Ute tray,Four Wheel Drive,Diesel,8.9,Black,MPBUMFF50JX191420,Range Ford,"1888 Albany Highway, Maddington, WA",5,4,3198,5,80,20,470,198,2209,Ford,Ranger,XLS 3.2 (4X4),-32.054412,115.987817
2016,2016 Toyota Landcruiser VX (4X4) VDJ200R MY16,111183,96926,Automatic,Suv,Four Wheel Drive,Diesel,9.5,Silver,JTMHV05J504191431,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",7,4,4461,8,93,32,650,269,2720,Toyota,Landcruiser,VX (4X4),-31.99962,115.9236
2019,2019 Ford Ranger FX4 2.0 (4X4) Special Edition PX Mkiii MY20.25,75093,61350,Automatic,Ute tray,Four Wheel Drive,Diesel,7.4,Grey,MPBUMFF50KX262289,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,1996,4,80,16,500,211,2206,Ford,Ranger,FX4 2.0 (4X4) Special Edition,-32.046244,115.810445
2019,2019 Ford Ranger XL 3.2 (4X4) PX Mkiii MY19,101453,45350,Automatic,Ute tray,Four Wheel Drive,Diesel,8.7,White,MPBUMEF50KX227090,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,3198,5,80,20,470,198,2135,Ford,Ranger,XL 3.2 (4X4),-32.046244,115.810445
2019,2019 Nissan Navara N-Trek Special Edition (4X4) D23 Series 4 MY19,68554,52990,Automatic,Ute tray,Four Wheel Drive,Diesel,7.0,Black,MNTCB4D23A0057732,Youngs WA,"529 Albany Highway, Victoria Park, WA",5,4,2298,4,80,16,450,188,1996,Nissan,Navara,N-Trek Special Edition (4X4),-31.978105,115.89843
2018,2018 Isuzu D-MAX SX (4X4) TF MY17,98990,41980,Automatic,Ute tray,Four Wheel Drive,Diesel,7.7,White,MPATFS85JJT008500,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",2,2,2999,4,76,16,430,175,1665,Isuzu,D-MAX,SX (4X4),-31.99962,115.9236
2021,2021 Toyota Hilux SR (4X4) GUN126R,27760,73988,Automatic,Ute tray,Four Wheel Drive,Diesel,8.0,White,MR0KA3CD301256974,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,202,1985,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2019,2019 Isuzu D-MAX LS-U (4X4) TF MY19,80605,52350,Automatic,Ute tray,Four Wheel Drive,Diesel,7.9,White,MPATFS85JJT015366,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,2999,4,76,16,430,175,1940,Isuzu,D-MAX,LS-U (4X4),-32.046244,115.810445
2021,2021 Toyota Hilux SR5 (4X4) GUN126R Facelift,29875,71988,Automatic,Ute tray,Four Wheel Drive,Diesel,7.9,Grey,MR0BA3CD700052619,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,202,2055,Toyota,Hilux,SR5 (4X4),-31.99962,115.9236
2017,2017 Holden UTE SV6 VF II MY17,77422,35995,Automatic,Ute tray,Rear Wheel Drive,Unleaded Petrol,9.9,Blue,6G1FB4E36HL313526,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",2,2,3565,6,71,24,350,282,1671,Holden,UTE,SV6,-31.99962,115.9236
2018,2018 Toyota Landcruiser Workmate (4X4) VDJ79R MY18,174950,75988,Manual,Ute tray,Four Wheel Drive,Diesel,10.7,White,JTEBV71J607018578,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,4461,8,130,32,430,203,2205,Toyota,Landcruiser,Workmate (4X4),-31.99962,115.9236
2019,2019 Toyota Hilux SR (4X4) GUN126R MY19,98744,51980,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD301232268,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,2075,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2018,2018 Toyota Hilux SR (4X4) GUN126R MY17,100161,47980,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD601219837,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,1955,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2018,2018 Ford Ranger Wildtrak 3.2 (4X4) PX Mkiii MY19,117176,52850,Automatic,Ute tray,Four Wheel Drive,Diesel,8.9,Other,MPBUMFF50JX183090,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,3198,5,80,20,470,198,2278,Ford,Ranger,Wildtrak 3.2 (4X4),-32.046244,115.810445
2017,2017 Toyota Hilux SR (4X4) GUN126R,97151,47988,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD801304131,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,1955,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2018,2018 Toyota Hilux SR (4X4) GUN126R MY17,91230,48980,Automatic,Ute tray,Four Wheel Drive,Diesel,8.5,White,MR0KA3CD701212587,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,450,175,2075,Toyota,Hilux,SR (4X4),-31.99962,115.9236
2022,2022 Toyota Hilux SR5 (4X4) GUN126R,14313,67996,Automatic,Ute tray,Four Wheel Drive,Diesel,7.9,Silver,MR0BA3CD000064823,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,2753,4,80,16,420,202,2110,Toyota,Hilux,SR5 (4X4),-31.99962,115.9236
2019,2019 Nissan Navara ST-X (4X4) (leathr Trim) (5YR) D23 Series III MY18,87229,47888,Automatic,Ute tray,Four Wheel Drive,Diesel,7.0,Red,MNTCB4D23A0051485,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,2298,4,80,16,450,188,1985,Nissan,Navara,ST-X (4X4) (leathr Trim) (5YR),-32.046244,115.810445
2022,2022 Toyota RAV4 Cruiser (awd) Hybrid Axah54R,1943,68490,Continuous Variable,Suv,All Wheel Drive,Other,4.8,Grey,JTMDW3FV90D166630,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,5,2487,4,55,16,221,176,1755,Toyota,RAV4,Cruiser (awd) Hybrid,-32.046244,115.810445
2018,2018 Ford Ranger XLT 2.0 (4X4) PX Mkiii MY19,123269,46850,Automatic,Ute tray,Four Wheel Drive,Diesel,7.4,White,MPBUMFF60JX183178,Melville Hyundai Used,"170 Leach Highway, Myaree, WA",5,4,1996,4,80,16,500,211,2197,Ford,Ranger,XLT 2.0 (4X4),-32.046244,115.810445
